Variable,File,Type of variable,Project Name,Version Project,
names,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Main.java,Vector<String>,apache-ant-1.9.2,1.9.2,
names,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Main.java,Vector<String>,apache-ant-1.9.2,1.9.2,
descriptions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Main.java,Vector<String>,apache-ant-1.9.2,1.9.2,
dependencies,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Main.java,Vector<Enumeration<String>>,apache-ant-1.9.2,1.9.2,
args,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ArgumentProcessor.java,List<String>,apache-ant-1.9.2,1.9.2,
args,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ArgumentProcessor.java,List<String>,apache-ant-1.9.2,1.9.2,
arg,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ArgumentProcessor.java,List<String>,apache-ant-1.9.2,1.9.2,
tasks,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.2,1.9.2,
types,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.2,1.9.2,
element,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Class<?>,apache-ant-1.9.2,1.9.2,
tasks,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.2,1.9.2,
types,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.2,1.9.2,
tasks,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Enumeration<String>,apache-ant-1.9.2,1.9.2,
types,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Enumeration<String>,apache-ant-1.9.2,1.9.2,
element,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Class<?>,apache-ant-1.9.2,1.9.2,
dirs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.2,1.9.2,
files,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.2,1.9.2,
dirs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.2,1.9.2,
files,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.2,1.9.2,
fileNames,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java,Vector<String>,apache-ant-1.9.2,1.9.2,
baseDirs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java,Vector<File>,apache-ant-1.9.2,1.9.2,
args,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Java.java,Vector<String>,apache-ant-1.9.2,1.9.2,
adapterClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,Class<?>,apache-ant-1.9.2,1.9.2,
adaptToClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,Class<?>,apache-ant-1.9.2,1.9.2,
keys,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/KeySubst.java,Hashtable<String,String>,apache-ant-1.9.2,1.9.2,
readerSources,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,Iterator<S>,apache-ant-1.9.2,1.9.2,
factory,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,ReaderFactory<S>,apache-ant-1.9.2,1.9.2,
entry,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,Entry<String,String>,apache-ant-1.9.2,1.9.2,
entry,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,Entry<String,String>,apache-ant-1.9.2,1.9.2,
files,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/optional/depend/AntAnalyzer.java,Vector<File>,apache-ant-1.9.2,1.9.2,
classes,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/optional/depend/AntAnalyzer.java,Vector<String>,apache-ant-1.9.2,1.9.2,
proxyClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AugmentReference.java,Class<?>,apache-ant-1.9.2,1.9.2,
entry,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Entry<String,MacroDef.TemplateElement>,apache-ant-1.9.2,1.9.2,
macroMapping,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Map<String,String>,apache-ant-1.9.2,1.9.2,
entry,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Map.Entry<String,Object>,apache-ant-1.9.2,1.9.2,
entry,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javac.java,Entry<String,Long>,apache-ant-1.9.2,1.9.2,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.2,1.9.2,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.2,1.9.2,
sourceFilesToDoc,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.2,1.9.2,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.2,1.9.2,
sourceFilesToDoc,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.2,1.9.2,
sf,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.2,1.9.2,
pn,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/ExecTask.java,Map<String,String>,apache-ant-1.9.2,1.9.2,
e,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copydir.java,Map.Entry<String,String>,apache-ant-1.9.2,1.9.2,
list,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.2,1.9.2,
list,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.2,1.9.2,
list,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.2,1.9.2,
list,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.2,1.9.2,
files,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<File>,apache-ant-1.9.2,1.9.2,
v,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<Header>,apache-ant-1.9.2,1.9.2,
baseDirs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashSet<File>,apache-ant-1.9.2,1.9.2,
dirsByBasedir,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashMap<File,List<String>>,apache-ant-1.9.2,1.9.2,
filesByBasedir,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashMap<File,List<String>>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,Hashtable<String,String[]>,apache-ant-1.9.2,1.9.2,
e,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map.Entry<String,String[]>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<Resource,String[]>,apache-ant-1.9.2,1.9.2,
e,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map.Entry<Resource,String[]>,apache-ant-1.9.2,1.9.2,
m,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<File,List<String>>,apache-ant-1.9.2,1.9.2,
m,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<File,List<String>>,apache-ant-1.9.2,1.9.2,
e,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Checksum.java,Map.Entry<File,Object>,apache-ant-1.9.2,1.9.2,
props,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Ant.java,Hashtable<?,?>,apache-ant-1.9.2,1.9.2,
inputFilterChains,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.2,1.9.2,
outputFilterChains,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.2,1.9.2,
errorFilterChains,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.2,1.9.2,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.2,1.9.2,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.2,1.9.2,
typeClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.2,1.9.2,
names,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Vector<String>,apache-ant-1.9.2,1.9.2,
sortedTargets,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Vector<Target>,apache-ant-1.9.2,1.9.2,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.2,1.9.2,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.2,1.9.2,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.2,1.9.2,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.2,1.9.2,
state,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Hashtable<String,String>,apache-ant-1.9.2,1.9.2,
visiting,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Stack<String>,apache-ant-1.9.2,1.9.2,
ret,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Vector<Target>,apache-ant-1.9.2,1.9.2,
stk,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,Stack<String>,apache-ant-1.9.2,1.9.2,
m,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/LinkedHashtable.java,Map<K,V>,apache-ant-1.9.2,1.9.2,
m,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/LinkedHashtable.java,Map<? extends K,? extends V>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<?>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<?>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<?>,apache-ant-1.9.2,1.9.2,
ofClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<T>,apache-ant-1.9.2,1.9.2,
argType,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<?>,apache-ant-1.9.2,1.9.2,
argType1,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<?>,apache-ant-1.9.2,1.9.2,
argType2,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<?>,apache-ant-1.9.2,1.9.2,
files,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,Vector<File>,apache-ant-1.9.2,1.9.2,
classes,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,Vector<String>,apache-ant-1.9.2,1.9.2,
files,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/bcel/AncestorAnalyzer.java,Vector<File>,apache-ant-1.9.2,1.9.2,
classes,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/bcel/AncestorAnalyzer.java,Vector<String>,apache-ant-1.9.2,1.9.2,
files,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/bcel/FullAnalyzer.java,Vector<File>,apache-ant-1.9.2,1.9.2,
classes,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/bcel/FullAnalyzer.java,Vector<String>,apache-ant-1.9.2,1.9.2,
s,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/IdentityStack.java,Stack<E>,apache-ant-1.9.2,1.9.2,
v1,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Vector<?>,apache-ant-1.9.2,1.9.2,
v2,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Vector<?>,apache-ant-1.9.2,1.9.2,
d1,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<?,?>,apache-ant-1.9.2,1.9.2,
d2,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<?,?>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Collection<?>,apache-ant-1.9.2,1.9.2,
m1,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<? super K,? super V>,apache-ant-1.9.2,1.9.2,
m2,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<? extends K,? extends V>,apache-ant-1.9.2,1.9.2,
e1,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.2,1.9.2,
e2,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.2,1.9.2,
iter,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Iterator<E>,apache-ant-1.9.2,1.9.2,
e,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.2,1.9.2,
iter,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Iterator<? extends T>,apache-ant-1.9.2,1.9.2,
e1,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.2,1.9.2,
e2,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,Collection<?>,apache-ant-1.9.2,1.9.2,
clazz,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.2,1.9.2,
adapterClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.2,1.9.2,
adaptToClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.2,1.9.2,
newclass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<T>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.2,1.9.2,
keys,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelper.java,Hashtable<String,Object>,apache-ant-1.9.2,1.9.2,
fragments,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelper.java,Vector<String>,apache-ant-1.9.2,1.9.2,
propertyRefs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelper.java,Vector<String>,apache-ant-1.9.2,1.9.2,
libPathURLs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/launch/Launcher.java,List<URL>,apache-ant-1.9.2,1.9.2,
libPaths,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/launch/Launcher.java,List<String>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/launch/Locator.java,Class<?>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,Map<String,Object>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,Map<String,Object>,apache-ant-1.9.2,1.9.2,
expanders,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/ParseProperties.java,Collection<PropertyExpander>,apache-ant-1.9.2,1.9.2,
expanders,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Collection<PropertyExpander>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.2,1.9.2,
map,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.2,1.9.2,
entry,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/RuntimeConfigurable.java,Entry<String,Object>,apache-ant-1.9.2,1.9.2,
bean,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
type,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
arg,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
reflectedArg,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
arg,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
c,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Constructor<?>,apache-ant-1.9.2,1.9.2,
type,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
paramClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.2,1.9.2,
methods,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.2,1.9.2,
methods,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.2,1.9.2,
addTypeMethods,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.2,1.9.2,
methods,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.2,1.9.2,
comparator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/SortFilter.java,Comparator<? super String>,apache-ant-1.9.2,1.9.2,
comparator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/SortFilter.java,Comparator<? super String>,apache-ant-1.9.2,1.9.2,
hash,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/ReplaceTokens.java,Hashtable<String,String>,apache-ant-1.9.2,1.9.2,
regexps,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java,Vector<RegularExpression>,apache-ant-1.9.2,1.9.2,
contains,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/LineContains.java,Vector<String>,apache-ant-1.9.2,1.9.2,
fchain,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,Vector<FilterChain>,apache-ant-1.9.2,1.9.2,
loaders,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,List<AntClassLoader>,apache-ant-1.9.2,1.9.2,
classLoadersToCleanUp,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,List<AntClassLoader>,apache-ant-1.9.2,1.9.2,
comments,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/StripLineComments.java,Vector<String>,apache-ant-1.9.2,1.9.2,
properties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/listener/MailLogger.java,Hashtable<String,Object>,apache-ant-1.9.2,1.9.2,
headers,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.3,1.9.3,
h,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarOutputStream.java,Map.Entry<String,String>,apache-ant-1.9.3,1.9.3,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.3,1.9.3,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.3,1.9.3,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.3,1.9.3,
headers,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarInputStream.java,Map<String,String>,apache-ant-1.9.3,1.9.3,
ent,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarInputStream.java,Entry<String,String>,apache-ant-1.9.3,1.9.3,
noUTF8Flag,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ZipFile.java,Map<ZipEntry,NameAndComment>,apache-ant-1.9.3,1.9.3,
entriesWithoutUTF8Flag,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ZipFile.java,Map<ZipEntry,NameAndComment>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ExtraFieldUtils.java,Class<?>,apache-ant-1.9.3,1.9.3,
