Method,Package,Start in line,End in line,Project Name,Version Project,
getAttributeType,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,844,864,apache-ant-1.9.3,1.9.3,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,936,944,apache-ant-1.9.3,1.9.3,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,946,956,apache-ant-1.9.3,1.9.3,
getNestedElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,958,968,apache-ant-1.9.3,1.9.3,
getNestedElementMap,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,970,981,apache-ant-1.9.3,1.9.3,
getExtensionPoints,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,983,1003,apache-ant-1.9.3,1.9.3,
getComparator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/SortFilter.java,278,285,apache-ant-1.9.3,1.9.3,
getTokens,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/ReplaceTokens.java,273,281,apache-ant-1.9.3,1.9.3,
getRegexps,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java,162,174,apache-ant-1.9.3,1.9.3,
getContains,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/LineContains.java,170,181,apache-ant-1.9.3,1.9.3,
getComments,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/StripLineComments.java,156,163,apache-ant-1.9.3,1.9.3,
vectorizeEmailAddresses,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/listener/MailLogger.java,402,409,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/tests/junit/org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,42,46,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/tests/junit/org/apache/tools/ant/types/selectors/MockCache.java,57,60,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/tests/junit/org/apache/tools/ant/taskdefs/ZipExtraFieldTest.java,83,85,apache-ant-1.9.3,1.9.3,
supportedOptions,/home/thiago/git/Ant/apache-ant-1.9.3/src/tests/antunit/taskdefs/apt/DistributedAnnotationFactory.java,37,39,apache-ant-1.9.3,1.9.3,
supportedAnnotationTypes,/home/thiago/git/Ant/apache-ant-1.9.3/src/tests/antunit/taskdefs/apt/DistributedAnnotationFactory.java,41,43,apache-ant-1.9.3,1.9.3,
parsePaxHeaders,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarInputStream.java,417,461,apache-ant-1.9.4,1.9.4,
getEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ZipFile.java,267,277,apache-ant-1.9.4,1.9.4,
getEntriesInPhysicalOrder,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ZipFile.java,279,293,apache-ant-1.9.4,1.9.4,
getEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ZipFile.java,312,325,apache-ant-1.9.4,1.9.4,
getEntriesInPhysicalOrder,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ZipFile.java,327,343,apache-ant-1.9.4,1.9.4,
populateFromCentralDirectory,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ZipFile.java,436,468,apache-ant-1.9.4,1.9.4,
getExpanders,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,412,419,apache-ant-1.9.4,1.9.4,
getProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,892,907,apache-ant-1.9.4,1.9.4,
getUserProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,909,922,apache-ant-1.9.4,1.9.4,
getInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,924,937,apache-ant-1.9.4,1.9.4,
getInternalProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,939,945,apache-ant-1.9.4,1.9.4,
getInternalUserProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,947,954,apache-ant-1.9.4,1.9.4,
getInternalInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,956,963,apache-ant-1.9.4,1.9.4,
getDelegates,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,1111,1123,apache-ant-1.9.4,1.9.4,
getDelegateInterfaces,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,1125,1147,apache-ant-1.9.4,1.9.4,
getResources,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/loader/AntClassLoader5.java,56,59,apache-ant-1.9.4,1.9.4,
getCheckedNamespace,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,195,202,apache-ant-1.9.4,1.9.4,
getRestrictedDefinition,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,204,220,apache-ant-1.9.4,1.9.4,
getComponentClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,288,299,apache-ant-1.9.4,1.9.4,
getTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,389,416,apache-ant-1.9.4,1.9.4,
getDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,418,444,apache-ant-1.9.4,1.9.4,
getRestrictedDefinitions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,446,459,apache-ant-1.9.4,1.9.4,
getAntTypeTable,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,496,505,apache-ant-1.9.4,1.9.4,
findTypeMatches,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,1084,1100,apache-ant-1.9.4,1.9.4,
getElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/XMLCatalog.java,164,171,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/FileSet.java,60,71,apache-ant-1.9.4,1.9.4,
getResourceFiles,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveScanner.java,206,218,apache-ant-1.9.4,1.9.4,
getResourceDirectories,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveScanner.java,220,232,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ResourceCollection.java,29,33,apache-ant-1.9.4,1.9.4,
getFilters,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/FilterSet.java,217,238,apache-ant-1.9.4,1.9.4,
getFilterHash,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/FilterSet.java,249,267,apache-ant-1.9.4,1.9.4,
parseActions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Permissions.java,329,343,apache-ant-1.9.4,1.9.4,
findElementInTarget,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Description.java,105,114,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Commandline.java,681,688,apache-ant-1.9.4,1.9.4,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/AbstractFileSet.java,618,629,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/FileList.java,185,196,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/DirSet.java,61,72,apache-ant-1.9.4,1.9.4,
getVariablesVector,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Environment.java,167,175,apache-ant-1.9.4,1.9.4,
getAllSystemProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,275,288,apache-ant-1.9.4,1.9.4,
getPropertyMap,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,300,337,apache-ant-1.9.4,1.9.4,
getEffectiveProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,339,347,apache-ant-1.9.4,1.9.4,
getPropertyNames,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,349,371,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,508,536,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Archives.java,86,100,apache-ant-1.9.4,1.9.4,
grabArchives,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Archives.java,143,156,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BCFileSet.java,45,58,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,131,143,apache-ant-1.9.4,1.9.4,
getResourceCollections,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,208,215,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,217,221,apache-ant-1.9.4,1.9.4,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,261,266,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/First.java,33,45,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Difference.java,36,60,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,143,152,apache-ant-1.9.4,1.9.4,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,216,221,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,223,242,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/ResourceList.java,109,120,apache-ant-1.9.4,1.9.4,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/LazyResourceCollectionWrapper.java,38,51,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Union.java,103,109,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Union.java,111,121,apache-ant-1.9.4,1.9.4,
getAllToStrings,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Union.java,123,134,apache-ant-1.9.4,1.9.4,
getAllResources,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Union.java,136,153,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Intersect.java,36,55,apache-ant-1.9.4,1.9.4,
collect,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Intersect.java,57,63,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Sort.java,47,60,apache-ant-1.9.4,1.9.4,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,34,36,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,42,46,apache-ant-1.9.4,1.9.4,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,48,53,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,84,94,apache-ant-1.9.4,1.9.4,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,96,104,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Files.java,309,332,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Resources.java,78,80,apache-ant-1.9.4,1.9.4,
getCache,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Resources.java,81,90,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Resources.java,162,172,apache-ant-1.9.4,1.9.4,
getNested,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Resources.java,271,273,apache-ant-1.9.4,1.9.4,
getCheckClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/selectors/InstanceOf.java,75,81,apache-ant-1.9.4,1.9.4,
getSelectors,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/selectors/ResourceSelectorContainer.java,93,103,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/MultiRootFileSet.java,122,131,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/MultiRootFileSet.java,204,218,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Restrict.java,95,105,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Tokens.java,48,86,apache-ant-1.9.4,1.9.4,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Last.java,37,71,apache-ant-1.9.4,1.9.4,
getImplementationClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Mapper.java,249,267,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveFileSet.java,307,321,apache-ant-1.9.4,1.9.4,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,53,58,apache-ant-1.9.4,1.9.4,
getComparator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,941,947,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/modifiedselector/Cache.java,67,71,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,207,218,apache-ant-1.9.4,1.9.4,
tokenizePath,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/SelectorUtils.java,504,514,apache-ant-1.9.4,1.9.4,
tokenizePath,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/SelectorUtils.java,516,537,apache-ant-1.9.4,1.9.4,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/SelectSelector.java,113,122,apache-ant-1.9.4,1.9.4,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/BaseSelectorContainer.java,77,84,apache-ant-1.9.4,1.9.4,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/AbstractSelectorContainer.java,81,92,apache-ant-1.9.4,1.9.4,
getFilterReaders,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/FilterChain.java,66,77,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Resource.java,339,362,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Path.java,117,123,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Path.java,693,709,apache-ant-1.9.4,1.9.4,
getProcessors,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java,67,69,apache-ant-1.9.4,1.9.4,
getProjectHelperBySystemProperty,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelperRepository.java,166,182,apache-ant-1.9.4,1.9.4,
getProjectHelperByService,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelperRepository.java,184,210,apache-ant-1.9.4,1.9.4,
getHelperConstructor,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelperRepository.java,212,245,apache-ant-1.9.4,1.9.4,
getHelpers,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelperRepository.java,293,302,apache-ant-1.9.4,1.9.4,
getChoices,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/input/MultipleChoiceInputRequest.java,45,50,apache-ant-1.9.4,1.9.4,
getScannedDirs,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,1795,1802,apache-ant-1.9.4,1.9.4,
getStack,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/XmlLogger.java,210,225,apache-ant-1.9.4,1.9.4,
getChildren,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/UnknownElement.java,77,82,apache-ant-1.9.4,1.9.4,
getWrapperStack,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/helper/AntXMLContext.java,252,258,apache-ant-1.9.4,1.9.4,
getTargets,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/helper/AntXMLContext.java,301,307,apache-ant-1.9.4,1.9.4,
getCurrentTargets,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/helper/AntXMLContext.java,400,406,apache-ant-1.9.4,1.9.4,
forceLoadClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,635,659,apache-ant-1.9.4,1.9.4,
forceLoadSystemClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,661,686,apache-ant-1.9.4,1.9.4,
getNamedResources,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,911,924,apache-ant-1.9.4,1.9.4,
findResources,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,926,937,apache-ant-1.9.4,1.9.4,
findResources,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,939,977,apache-ant-1.9.4,1.9.4,
loadClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,1040,1096,apache-ant-1.9.4,1.9.4,
defineClassFromData,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,1111,1138,apache-ant-1.9.4,1.9.4,
getClassFromStream,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,1281,1308,apache-ant-1.9.4,1.9.4,
findClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,1310,1324,apache-ant-1.9.4,1.9.4,
findClassInComponents,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,1337,1375,apache-ant-1.9.4,1.9.4,
findBaseClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntClassLoader.java,1377,1394,apache-ant-1.9.4,1.9.4,
parseDepends,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Target.java,145,182,apache-ant-1.9.4,1.9.4,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Target.java,250,258,apache-ant-1.9.4,1.9.4,
removeDuplicateTargets,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Main.java,1135,1164,apache-ant-1.9.4,1.9.4,
getLoaderMap,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,298,304,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/DependSet.java,104,106,apache-ant-1.9.4,1.9.4,
createUnifiedSources,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/AbstractJarSignerTask.java,370,389,apache-ant-1.9.4,1.9.4,
resourceToURLs,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Definer.java,357,385,apache-ant-1.9.4,1.9.4,
getParams,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/GenerateKey.java,94,100,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Concat.java,814,821,apache-ant-1.9.4,1.9.4,
getValues,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Manifest.java,295,302,apache-ant-1.9.4,1.9.4,
getAttributeKeys,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Manifest.java,603,611,apache-ant-1.9.4,1.9.4,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Manifest.java,746,753,apache-ant-1.9.4,1.9.4,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1067,1089,apache-ant-1.9.4,1.9.4,
getSectionNames,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1166,1173,apache-ant-1.9.4,1.9.4,
getEnvironmentVariables,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Execute.java,101,169,apache-ant-1.9.4,1.9.4,
getProcEnvironment,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Execute.java,171,185,apache-ant-1.9.4,1.9.4,
getVMSLogicals,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Execute.java,687,733,apache-ant-1.9.4,1.9.4,
getClassRefs,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/optional/depend/ClassFile.java,84,109,apache-ant-1.9.4,1.9.4,
getNsElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,98,112,apache-ant-1.9.4,1.9.4,
getUnknownElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,156,161,apache-ant-1.9.4,1.9.4,
getParams,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,242,249,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,389,395,apache-ant-1.9.4,1.9.4,
getNested,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,146,151,apache-ant-1.9.4,1.9.4,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,197,204,apache-ant-1.9.4,1.9.4,
getElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,206,214,apache-ant-1.9.4,1.9.4,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/MatchingTask.java,261,268,apache-ant-1.9.4,1.9.4,
getOptions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Apt.java,232,239,apache-ant-1.9.4,1.9.4,
getModules,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/AbstractCvsTask.java,856,860,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Delete.java,98,100,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Delete.java,643,646,apache-ant-1.9.4,1.9.4,
getFilterSets,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Copy.java,200,207,apache-ant-1.9.4,1.9.4,
getFilterChains,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Copy.java,209,216,apache-ant-1.9.4,1.9.4,
scan,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Copy.java,742,756,apache-ant-1.9.4,1.9.4,
