Method,Package,Start in line,End in line,Project Name,Version Project,
findResources,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,938,976,apache-ant-1.9.1,1.9.1,
loadClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,1032,1088,apache-ant-1.9.1,1.9.1,
defineClassFromData,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,1103,1130,apache-ant-1.9.1,1.9.1,
getClassFromStream,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,1273,1300,apache-ant-1.9.1,1.9.1,
findClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,1302,1316,apache-ant-1.9.1,1.9.1,
findClassInComponents,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,1329,1367,apache-ant-1.9.1,1.9.1,
findBaseClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,1369,1386,apache-ant-1.9.1,1.9.1,
parseDepends,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Target.java,145,182,apache-ant-1.9.1,1.9.1,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Target.java,250,258,apache-ant-1.9.1,1.9.1,
removeDuplicateTargets,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,1111,1140,apache-ant-1.9.1,1.9.1,
getLoaderMap,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,302,308,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/DependSet.java,104,106,apache-ant-1.9.1,1.9.1,
createUnifiedSources,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AbstractJarSignerTask.java,370,389,apache-ant-1.9.1,1.9.1,
resourceToURLs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Definer.java,357,385,apache-ant-1.9.1,1.9.1,
getParams,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/GenerateKey.java,94,100,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Concat.java,813,820,apache-ant-1.9.1,1.9.1,
getValues,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Manifest.java,295,302,apache-ant-1.9.1,1.9.1,
getAttributeKeys,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Manifest.java,603,611,apache-ant-1.9.1,1.9.1,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Manifest.java,746,753,apache-ant-1.9.1,1.9.1,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1067,1089,apache-ant-1.9.1,1.9.1,
getSectionNames,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1166,1173,apache-ant-1.9.1,1.9.1,
getEnvironmentVariables,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Execute.java,101,169,apache-ant-1.9.1,1.9.1,
getProcEnvironment,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Execute.java,171,185,apache-ant-1.9.1,1.9.1,
getVMSLogicals,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Execute.java,687,733,apache-ant-1.9.1,1.9.1,
getClassRefs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/optional/depend/ClassFile.java,84,109,apache-ant-1.9.1,1.9.1,
getNsElements,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,98,112,apache-ant-1.9.1,1.9.1,
getUnknownElements,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,156,161,apache-ant-1.9.1,1.9.1,
getParams,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,231,238,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,378,384,apache-ant-1.9.1,1.9.1,
getNested,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,146,151,apache-ant-1.9.1,1.9.1,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,197,204,apache-ant-1.9.1,1.9.1,
getElements,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,206,214,apache-ant-1.9.1,1.9.1,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MatchingTask.java,261,268,apache-ant-1.9.1,1.9.1,
getOptions,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Apt.java,232,239,apache-ant-1.9.1,1.9.1,
getModules,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AbstractCvsTask.java,856,860,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Delete.java,98,100,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Delete.java,643,646,apache-ant-1.9.1,1.9.1,
getFilterSets,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,200,207,apache-ant-1.9.1,1.9.1,
getFilterChains,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,209,216,apache-ant-1.9.1,1.9.1,
scan,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,742,756,apache-ant-1.9.1,1.9.1,
buildMap,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,800,855,apache-ant-1.9.1,1.9.1,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Ant.java,755,760,apache-ant-1.9.1,1.9.1,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,425,438,apache-ant-1.9.1,1.9.1,
getProperties,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,639,646,apache-ant-1.9.1,1.9.1,
getUserProperties,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,648,654,apache-ant-1.9.1,1.9.1,
getInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,656,663,apache-ant-1.9.1,1.9.1,
getFilters,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,799,814,apache-ant-1.9.1,1.9.1,
getTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1016,1025,apache-ant-1.9.1,1.9.1,
getCopyOfTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1027,1038,apache-ant-1.9.1,1.9.1,
getDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1058,1067,apache-ant-1.9.1,1.9.1,
getCopyOfDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1069,1080,apache-ant-1.9.1,1.9.1,
getTargets,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1143,1150,apache-ant-1.9.1,1.9.1,
getCopyOfTargets,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1152,1160,apache-ant-1.9.1,1.9.1,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1739,1756,apache-ant-1.9.1,1.9.1,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1758,1778,apache-ant-1.9.1,1.9.1,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1780,1841,apache-ant-1.9.1,1.9.1,
getReferences,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,1986,1994,apache-ant-1.9.1,1.9.1,
getCopyOfReferences,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,2005,2016,apache-ant-1.9.1,1.9.1,
elements,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/LinkedHashtable.java,77,79,apache-ant-1.9.1,1.9.1,
entrySet,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/LinkedHashtable.java,81,83,apache-ant-1.9.1,1.9.1,
keys,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/LinkedHashtable.java,101,103,apache-ant-1.9.1,1.9.1,
keySet,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/LinkedHashtable.java,105,107,apache-ant-1.9.1,1.9.1,
values,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/LinkedHashtable.java,129,131,apache-ant-1.9.1,1.9.1,
getJrePackages,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/JavaEnvUtils.java,497,507,apache-ant-1.9.1,1.9.1,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,73,89,apache-ant-1.9.1,1.9.1,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,91,103,apache-ant-1.9.1,1.9.1,
getRootClasses,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,208,216,apache-ant-1.9.1,1.9.1,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/depend/bcel/DependencyVisitor.java,44,52,apache-ant-1.9.1,1.9.1,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,64,71,apache-ant-1.9.1,1.9.1,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,73,80,apache-ant-1.9.1,1.9.1,
getInstance,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/IdentityStack.java,30,44,apache-ant-1.9.1,1.9.1,
append,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/CollectionUtils.java,162,172,apache-ant-1.9.1,1.9.1,
asEnumeration,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/CollectionUtils.java,174,188,apache-ant-1.9.1,1.9.1,
asIterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/CollectionUtils.java,190,207,apache-ant-1.9.1,1.9.1,
asCollection,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/CollectionUtils.java,209,220,apache-ant-1.9.1,1.9.1,
lineSplit,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/StringUtils.java,46,54,apache-ant-1.9.1,1.9.1,
split,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/StringUtils.java,56,74,apache-ant-1.9.1,1.9.1,
getExposedClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntTypeDefinition.java,142,159,apache-ant-1.9.1,1.9.1,
getTypeClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntTypeDefinition.java,161,178,apache-ant-1.9.1,1.9.1,
innerGetTypeClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntTypeDefinition.java,180,197,apache-ant-1.9.1,1.9.1,
getImportStack,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ProjectHelper.java,160,169,apache-ant-1.9.1,1.9.1,
getExtensionStack,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ProjectHelper.java,171,182,apache-ant-1.9.1,1.9.1,
getMapForProperty,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,139,146,apache-ant-1.9.1,1.9.1,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/RuntimeConfigurable.java,294,303,apache-ant-1.9.1,1.9.1,
getChildren,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/RuntimeConfigurable.java,339,347,apache-ant-1.9.1,1.9.1,
getElementType,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/IntrospectionHelper.java,822,842,apache-ant-1.9.1,1.9.1,
getAttributeType,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/IntrospectionHelper.java,844,864,apache-ant-1.9.1,1.9.1,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/IntrospectionHelper.java,936,944,apache-ant-1.9.1,1.9.1,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/IntrospectionHelper.java,946,956,apache-ant-1.9.1,1.9.1,
getNestedElements,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/IntrospectionHelper.java,958,968,apache-ant-1.9.1,1.9.1,
getNestedElementMap,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/IntrospectionHelper.java,970,981,apache-ant-1.9.1,1.9.1,
getExtensionPoints,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/IntrospectionHelper.java,983,1003,apache-ant-1.9.1,1.9.1,
getComparator,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/filters/SortFilter.java,278,285,apache-ant-1.9.1,1.9.1,
getTokens,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/filters/ReplaceTokens.java,273,281,apache-ant-1.9.1,1.9.1,
getRegexps,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java,162,174,apache-ant-1.9.1,1.9.1,
getContains,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/filters/LineContains.java,170,181,apache-ant-1.9.1,1.9.1,
getComments,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/filters/StripLineComments.java,156,163,apache-ant-1.9.1,1.9.1,
vectorizeEmailAddresses,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/listener/MailLogger.java,402,409,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/tests/junit/org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,42,46,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/tests/junit/org/apache/tools/ant/types/selectors/MockCache.java,57,60,apache-ant-1.9.1,1.9.1,
iterator,/home/thiago/git/Ant/apache-ant-1.9.1/src/tests/junit/org/apache/tools/ant/taskdefs/ZipExtraFieldTest.java,83,85,apache-ant-1.9.1,1.9.1,
supportedOptions,/home/thiago/git/Ant/apache-ant-1.9.2/src/etc/testcases/taskdefs/apt/DistributedAnnotationFactory.java,37,39,apache-ant-1.9.2,1.9.2,
supportedAnnotationTypes,/home/thiago/git/Ant/apache-ant-1.9.2/src/etc/testcases/taskdefs/apt/DistributedAnnotationFactory.java,41,43,apache-ant-1.9.2,1.9.2,
parsePaxHeaders,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/tar/TarInputStream.java,417,461,apache-ant-1.9.2,1.9.2,
getEntries,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/zip/ZipFile.java,267,277,apache-ant-1.9.2,1.9.2,
getEntriesInPhysicalOrder,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/zip/ZipFile.java,279,293,apache-ant-1.9.2,1.9.2,
getEntries,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/zip/ZipFile.java,312,325,apache-ant-1.9.2,1.9.2,
getEntriesInPhysicalOrder,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/zip/ZipFile.java,327,343,apache-ant-1.9.2,1.9.2,
populateFromCentralDirectory,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/zip/ZipFile.java,436,468,apache-ant-1.9.2,1.9.2,
getExpanders,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,412,419,apache-ant-1.9.2,1.9.2,
getProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,892,907,apache-ant-1.9.2,1.9.2,
getUserProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,909,922,apache-ant-1.9.2,1.9.2,
getInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,924,937,apache-ant-1.9.2,1.9.2,
getInternalProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,939,945,apache-ant-1.9.2,1.9.2,
getInternalUserProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,947,954,apache-ant-1.9.2,1.9.2,
getInternalInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,956,963,apache-ant-1.9.2,1.9.2,
getDelegates,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,1111,1123,apache-ant-1.9.2,1.9.2,
getDelegateInterfaces,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/PropertyHelper.java,1125,1147,apache-ant-1.9.2,1.9.2,
getResources,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/loader/AntClassLoader5.java,56,59,apache-ant-1.9.2,1.9.2,
getCheckedNamespace,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,195,202,apache-ant-1.9.2,1.9.2,
getRestrictedDefinition,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,204,220,apache-ant-1.9.2,1.9.2,
getComponentClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,288,299,apache-ant-1.9.2,1.9.2,
getTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,389,416,apache-ant-1.9.2,1.9.2,
getDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,418,444,apache-ant-1.9.2,1.9.2,
getRestrictedDefinitions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,446,459,apache-ant-1.9.2,1.9.2,
getAntTypeTable,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,496,505,apache-ant-1.9.2,1.9.2,
findTypeMatches,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ComponentHelper.java,1084,1100,apache-ant-1.9.2,1.9.2,
getElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,163,170,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/FileSet.java,60,71,apache-ant-1.9.2,1.9.2,
getResourceFiles,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/ArchiveScanner.java,206,218,apache-ant-1.9.2,1.9.2,
getResourceDirectories,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/ArchiveScanner.java,220,232,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/ResourceCollection.java,29,33,apache-ant-1.9.2,1.9.2,
getFilters,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/FilterSet.java,215,236,apache-ant-1.9.2,1.9.2,
getFilterHash,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/FilterSet.java,247,265,apache-ant-1.9.2,1.9.2,
parseActions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Permissions.java,329,343,apache-ant-1.9.2,1.9.2,
findElementInTarget,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Description.java,105,114,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Commandline.java,681,688,apache-ant-1.9.2,1.9.2,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/AbstractFileSet.java,618,629,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/FileList.java,185,196,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/DirSet.java,61,72,apache-ant-1.9.2,1.9.2,
getVariablesVector,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Environment.java,167,175,apache-ant-1.9.2,1.9.2,
getAllSystemProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/PropertySet.java,275,288,apache-ant-1.9.2,1.9.2,
getPropertyMap,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/PropertySet.java,300,337,apache-ant-1.9.2,1.9.2,
getEffectiveProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/PropertySet.java,339,347,apache-ant-1.9.2,1.9.2,
getPropertyNames,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/PropertySet.java,349,371,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/PropertySet.java,508,536,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Archives.java,86,100,apache-ant-1.9.2,1.9.2,
grabArchives,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Archives.java,143,156,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BCFileSet.java,45,58,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,131,143,apache-ant-1.9.2,1.9.2,
getResourceCollections,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,208,215,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,217,221,apache-ant-1.9.2,1.9.2,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,261,266,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/First.java,33,45,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Difference.java,36,60,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,142,151,apache-ant-1.9.2,1.9.2,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,215,220,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,222,241,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/ResourceList.java,109,120,apache-ant-1.9.2,1.9.2,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/LazyResourceCollectionWrapper.java,21,34,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Union.java,103,109,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Union.java,111,121,apache-ant-1.9.2,1.9.2,
getAllToStrings,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Union.java,123,134,apache-ant-1.9.2,1.9.2,
getAllResources,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Union.java,136,153,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Intersect.java,36,55,apache-ant-1.9.2,1.9.2,
collect,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Intersect.java,57,63,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Sort.java,47,60,apache-ant-1.9.2,1.9.2,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,34,36,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,42,46,apache-ant-1.9.2,1.9.2,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,48,53,apache-ant-1.9.2,1.9.2,
