Method,Package,Start in line,End in line,
onBind,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/core/video/VideoPlayerService.java,12,21,
getInterfaceDescriptor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/core/video/VideoPlayerService.java,28,31,
VideoFileArrayAdapter,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoFileArrayAdapter.java,19,26,
getView,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoFileArrayAdapter.java,28,41,
onCreate,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,31,36,
configureActivity,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,38,41,
startPlayerService,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,43,48,
configureService,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,50,62,
onServiceDisconnected,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,55,57,
onServiceConnected,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,58,60,
configureUI,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,64,135,
onClick,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,72,101,
onClick,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,105,115,
onClick,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,119,130,
onDestroy,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoSelectionActivity.java,137,147,
onCreate,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoListActivity.java,27,37,
configureUI,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoListActivity.java,39,57,
onItemClick,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/videoplayer/view/video/VideoListActivity.java,48,54,
onCreateView,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/ContentFragment.java,11,17,
NavDrawerListAdapter,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/NavDrawerListAdapter.java,19,22,
getCount,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/NavDrawerListAdapter.java,24,26,
getItem,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/NavDrawerListAdapter.java,28,30,
getItemId,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/NavDrawerListAdapter.java,32,34,
getView,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/NavDrawerListAdapter.java,43,78,
clear,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/NavDrawerListAdapter.java,82,84,
swapItems,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/NavDrawerListAdapter.java,86,89,
onCreate,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/ExampleFragment.java,10,13,
onCreateView,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/ExampleFragment.java,15,21,
onActivityCreated,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/ExampleFragment.java,24,28,
onItemClicked,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/OnItemClickedCallBack.java,4,4,
Instance,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,27,33,
LoadImageCache,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,37,58,
sizeOf,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,50,55,
loadBitmap,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,63,98,
addBitmapToMemoryCache,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,103,117,
getBitmapFromMemCache,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,121,125,
bitmapToBytes,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,128,139,
calculateInSampleSize,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,143,166,
decodeSampledBitmapFromByte,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,169,183,
decodeSampledBitmapFromResource,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,188,204,
BitmapWorkerTask,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,215,218,
doInBackground,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,220,229,
onPostExecute,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,232,244,
AsyncDrawable,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,260,263,
getBitmapWorkerTask,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,265,267,
cancelPotentialWork,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,275,293,
getBitmapWorkerTask,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/LoadImageCache.java,296,306,
getAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/AudioToParcelable.java,12,14,
AudioToParcelable,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/AudioToParcelable.java,16,19,
AudioToParcelable,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/AudioToParcelable.java,22,27,
describeContents,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/AudioToParcelable.java,30,33,
writeToParcel,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/AudioToParcelable.java,35,40,
EndlessScrollListener,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/EndlessScrollListener.java,15,17,
EndlessScrollListener,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/EndlessScrollListener.java,19,23,
onScroll,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/EndlessScrollListener.java,27,51,
onScrollStateChanged,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/EndlessScrollListener.java,54,54,
onLoadMore,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/EndlessScrollListener.java,56,56,
ListAllFiles,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/ListAllFiles.java,23,25,
getAllMusic,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/ListAllFiles.java,29,54,
listAllDirs,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/ListAllFiles.java,57,85,
listFiles,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/FileUtility.java,14,41,
MultiChoiceMode,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,14,19,
onCreateActionMode,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,21,24,
onPrepareActionMode,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,26,29,
onActionItemClicked,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,31,43,
onDestroyActionMode,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,45,46,
onItemCheckedStateChanged,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,48,60,
onChooseMore,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,63,63,
removeItems,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,65,65,
saveItems,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/util/MultiChoiceMode.java,67,67,
AudioPlayerList,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,28,29,
AudioPlayerList,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,31,43,
AudioPlayerList,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,45,58,
getInstance,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,60,70,
getInstance,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,72,81,
play,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,83,102,
onCompletion,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,104,119,
isRepeat,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,121,123,
setRepeat,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,125,127,
isShuffle,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,129,131,
setShuffle,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,133,135,
stop,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,137,143,
killPLaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,145,147,
newPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,149,151,
playPause,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,153,159,
nextTrack,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,161,173,
previousTrack,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,175,188,
reset,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,190,192,
addMusic,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,194,196,
getTitleSong,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,198,204,
getDuration,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,206,208,
getCurrentPosition,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,210,212,
seekTo,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,214,216,
isPlaying,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,218,220,
sizeOfAudioList,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,222,227,
random,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,229,234,
getAlbumArt,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,237,246,
getAuthor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,249,251,
getAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,253,255,
getGenre,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/audioPlayer/AudioPlayerList.java,258,260,
DefaultMediaDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,20,24,
endDb,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,27,36,
saveAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,38,64,
listAudioById,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,67,95,
listAudioByTitle,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,97,111,
listAudioByPath,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,113,116,
listAudioByAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,118,146,
listAllAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,149,179,
countAudios,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,181,210,
listAllAudioPaginated,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,212,244,
updateAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,248,266,
deleteAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,268,286,
cursorToAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultMediaDao.java,291,298,
DefaultAlbumDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,21,25,
endDb,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,27,36,
saveAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,38,68,
listAlbumsByAuthor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,73,101,
listAlbums,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,108,139,
findByName,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,141,166,
listAllProductionOfAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,168,196,
countAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,198,227,
cursorToAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,232,245,
cursorToAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAlbumDao.java,252,263,
newPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,10,16,
addToPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,18,24,
listPlaylists,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,26,31,
countPlaylists,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,35,40,
getPlaylistById,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,44,50,
getPlaylistByName,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,52,58,
deletePlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,62,67,
editPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,69,75,
addPositionPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,77,84,
getMusicFromPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IPlaylistDao.java,89,94,
factory,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBFactory.java,16,18,
DBFactory,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBFactory.java,20,26,
createAuthorDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBFactory.java,30,33,
createAlbumDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBFactory.java,36,40,
createAudioDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBFactory.java,43,46,
createPlaylistDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBFactory.java,49,52,
createPlaylistMediaDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBFactory.java,56,59,
DBException,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBException.java,13,15,
getMessage,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBException.java,17,19,
DBHelper,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBHelper.java,12,14,
onCreate,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBHelper.java,16,27,
onUpgrade,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DBHelper.java,29,40,
saveAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAlbumDao.java,10,15,
listAlbumsByAuthor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAlbumDao.java,19,24,
listAllProductionOfAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAlbumDao.java,28,33,
listAlbums,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAlbumDao.java,36,41,
findByName,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAlbumDao.java,45,51,
countAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAlbumDao.java,56,61,
DefaultPlaylistDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,22,26,
endDb,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,29,38,
newPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,41,74,
addToPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,76,100,
listPlaylists,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,102,129,
countPlaylists,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,132,156,
getPlaylistById,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,161,186,
getPlaylistByName,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,188,205,
deletePlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,210,225,
editPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,228,232,
addPositionPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,234,238,
getMusicFromPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,241,246,
cursorToPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistDao.java,253,259,
DefaultPlaylistMediaDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistMediaDao.java,23,27,
endDb,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistMediaDao.java,29,38,
addMediaToPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistMediaDao.java,41,73,
getPlaylistByMediaInPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistMediaDao.java,75,79,
removeMediaFromPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistMediaDao.java,81,85,
getMusicFromPlaylist,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistMediaDao.java,88,115,
cursorToPlaylistMedia,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultPlaylistMediaDao.java,121,128,
DefaultDBFactory,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultDBFactory.java,11,13,
createAudioDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultDBFactory.java,16,19,
createPlaylistDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultDBFactory.java,21,24,
createAuthorDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultDBFactory.java,27,30,
createAlbumDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultDBFactory.java,33,36,
createPlaylistMediaDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultDBFactory.java,40,43,
saveAuthor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,11,16,
saveAuthorProduction,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,18,23,
listAuthors,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,25,30,
countAuthors,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,33,38,
findByName,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,41,47,
findAudioProductionByAuthorKey,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,49,56,
listAllProduction,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,58,63,
executionHistory,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,65,75,
saveExecutionHistory,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IAuthorDao.java,77,83,
DefaultAuthorDao,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,24,28,
endDb,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,30,39,
saveAuthor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,41,75,
listAuthors,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,77,108,
countAuthors,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,111,139,
findByName,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,142,168,
getAlbumByAuthor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,172,198,
saveAuthorProduction,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,201,229,
findAudioProductionByAuthorKey,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,231,235,
listAllProduction,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,237,264,
executionHistory,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,266,270,
saveExecutionHistory,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,272,275,
cursorToAuthor,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,285,291,
cursorToAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/DefaultAuthorDao.java,297,306,
saveAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,9,14,
listAudioById,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,17,21,
listAudioByTitle,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,24,28,
listAudioByAlbum,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,31,35,
listAudioByPath,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,37,41,
listAllAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,46,46,
countAudios,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,50,55,
updateAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,57,62,
deleteAudio,/home/thiago/ProjetosUnb/MMAndroid/src/br/unb/mobileMedia/core/db/IMediaDao.java,65,70,
