File,Start in line,End in line,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,481,485,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,597,697,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,617,684,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,632,639,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,714,724,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,741,757,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,775,788,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,866,884,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Untar.java,88,113,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Untar.java,107,111,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BUnzip2.java,56,107,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BUnzip2.java,80,84,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BUnzip2.java,87,91,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BUnzip2.java,94,98,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BUnzip2.java,101,105,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,79,119,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,80,90,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,204,213,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,280,302,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/LoadProperties.java,164,168,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/LoadProperties.java,189,243,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/LoadProperties.java,229,235,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/LoadProperties.java,236,242,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/StreamPumper.java,80,98,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/StreamPumper.java,88,92,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/LogStreamHandler.java,48,54,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jikes.java,70,127,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jikes.java,81,103,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jikes.java,97,101,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jikes.java,114,122,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/DefaultCompilerAdapter.java,387,453,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/DefaultCompilerAdapter.java,398,430,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/DefaultCompilerAdapter.java,424,428,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/DefaultCompilerAdapter.java,435,448,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/Javac12.java,48,85,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/Javac12.java,79,84,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/Javac13.java,50,66,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/CompilerAdapterFactory.java,138,147,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/CompilerAdapterFactory.java,142,146,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/CompilerAdapterFactory.java,161,175,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/compilers/Kjc.java,44,67,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Nice.java,66,74,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BuildNumber.java,86,105,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BuildNumber.java,98,102,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BuildNumber.java,126,133,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BuildNumber.java,147,163,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BuildNumber.java,157,161,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BuildNumber.java,179,186,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Patch.java,180,184,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Sleep.java,121,124,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Sleep.java,172,185,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,236,265,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,298,315,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,331,377,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,211,234,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,228,232,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,245,268,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,262,266,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,274,283,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,343,374,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,500,515,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,522,548,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,599,617,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,634,660,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,653,658,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Jar.java,817,847,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BZip2.java,40,59,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/BZip2.java,52,57,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Expand.java,116,138,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Expand.java,132,136,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Expand.java,199,245,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Expand.java,221,239,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Expand.java,233,237,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Rmic.java,112,117,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Rmic.java,455,505,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Rmic.java,543,556,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Rmic.java,591,608,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java,278,444,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/WaitFor.java,110,133,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/WaitFor.java,120,124,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Java.java,82,95,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Java.java,167,197,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Java.java,176,181,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Java.java,697,712,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Java.java,745,754,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Java.java,787,791,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/PathConvert.java,314,417,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/ManifestTask.java,152,174,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/ManifestTask.java,168,172,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/ManifestTask.java,177,189,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/ManifestTask.java,198,210,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,234,239,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,255,261,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,266,272,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,291,316,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,310,314,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,326,334,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,452,501,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,453,488,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Copyfile.java,83,89,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Pack.java,134,138,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Unpack.java,117,122,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/KeySubst.java,59,95,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/KeySubst.java,82,86,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/KeySubst.java,89,93,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/KeySubst.java,149,157,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,208,278,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,465,513,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,527,553,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,606,610,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,612,626,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,615,625,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,618,624,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,822,838,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,945,949,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Deltree.java,74,79,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/GenerateKey.java,239,243,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/GenerateKey.java,253,257,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Tar.java,207,303,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Tar.java,255,300,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Tar.java,293,298,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Tar.java,349,402,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/RedirectingStreamHandler.java,38,45,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/RedirectingStreamHandler.java,51,57,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/CvsTagDiff.java,217,235,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/CvsTagDiff.java,250,343,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/CvsTagDiff.java,337,341,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/CvsTagDiff.java,354,393,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/CvsTagDiff.java,387,391,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/ChangeLogParser.java,219,225,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/ChangeLogTask.java,187,270,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/ChangeLogTask.java,312,316,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/ChangeLogTask.java,374,394,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/cvslib/ChangeLogTask.java,389,392,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,314,418,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,351,411,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,356,381,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,384,388,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,393,397,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,401,410,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,492,540,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SQLExec.java,637,641,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Exec.java,107,151,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Exec.java,216,228,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Exec.java,217,224,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SubAnt.java,184,206,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SubAnt.java,257,261,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/SubAnt.java,264,283,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,466,525,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,467,473,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,476,482,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,485,490,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,491,498,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,501,506,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,511,515,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,518,523,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,534,616,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,603,607,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,610,614,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,705,724,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,718,722,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,700,722,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,707,717,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,890,896,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,915,919,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Replace.java,231,274,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Replace.java,331,341,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Replace.java,366,447,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Replace.java,431,435,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Replace.java,438,442,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,77,85,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,160,205,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,261,265,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,267,271,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,454,461,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,464,488,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,507,512,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,535,540,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,637,653,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,661,664,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,665,668,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,669,672,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,825,846,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,1000,1004,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,1149,1176,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovReport.java,249,277,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovReport.java,349,365,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/Coverage.java,285,306,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/Coverage.java,430,443,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/Coverage.java,438,441,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/Coverage.java,460,463,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/ClassPathLoader.java,258,271,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/ClassPathLoader.java,266,269,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovMerge.java,80,112,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovMerge.java,163,184,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovMerge.java,179,182,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/XMLReport.java,420,430,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/XMLReport.java,523,530,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/JlinkTask.java,139,143,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,147,150,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,169,173,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,199,218,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,266,281,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,276,279,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,316,322,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,355,364,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/script/ScriptDef.java,276,287,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/script/ScriptDef.java,280,286,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/script/ScriptDef.java,289,295,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,274,334,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,299,306,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,341,353,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,383,396,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,439,450,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,457,463,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,470,481,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,487,492,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,516,523,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,533,541,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,551,558,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,568,581,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,591,599,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,609,637,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,647,652,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,662,668,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,678,686,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,696,702,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,712,718,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,728,734,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,744,750,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,760,766,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,783,789,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,799,810,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,820,826,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,835,843,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,853,860,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,870,878,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,888,894,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,904,909,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,919,925,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,935,945,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,955,964,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,974,986,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,996,1002,
