File,Start in line,End in line,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/MapperTest.java,113,119,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/MapperTest.java,218,223,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,84,90,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,92,106,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,115,121,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,123,132,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,142,148,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,153,159,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,168,177,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,191,200,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,214,222,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,235,243,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,277,286,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,288,295,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,321,329,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,331,338,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,347,351,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,359,366,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,396,404,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/XMLCatalogTest.java,406,413,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/DirSetTest.java,43,48,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/DirSetTest.java,54,59,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/CommandlineTest.java,111,116,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/CommandlineTest.java,118,123,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,385,391,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,395,401,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,407,413,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,415,421,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,423,429,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,431,437,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,439,445,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,447,453,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,455,461,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,468,474,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PathTest.java,484,490,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PermissionsTest.java,76,80,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PermissionsTest.java,86,91,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PermissionsTest.java,97,105,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PermissionsTest.java,111,118,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PermissionsTest.java,124,131,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PermissionsTest.java,137,148,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/CommandlineJavaTest.java,65,69,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/CommandlineJavaTest.java,117,129,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,52,58,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,62,68,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,72,78,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,79,85,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,92,98,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,99,105,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,117,123,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FileListTest.java,124,130,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/FilenameSelectorTest.java,54,59,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/FilenameSelectorTest.java,67,72,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/FilenameSelectorTest.java,83,125,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,58,64,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,68,76,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,80,88,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,97,102,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,110,116,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,124,130,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,151,240,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DateSelectorTest.java,214,235,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ContainsRegexpTest.java,46,51,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/PresentSelectorTest.java,59,66,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/PresentSelectorTest.java,69,75,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/PresentSelectorTest.java,95,160,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/PresentSelectorTest.java,140,155,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,65,72,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,79,87,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,94,102,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,122,149,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,166,244,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,263,308,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,334,357,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,375,395,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,404,408,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,417,421,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,485,506,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,522,549,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,648,657,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ContainsSelectorTest.java,54,59,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ContainsSelectorTest.java,67,72,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/ContainsSelectorTest.java,83,123,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DepthSelectorTest.java,54,60,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DepthSelectorTest.java,65,72,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DepthSelectorTest.java,81,86,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DepthSelectorTest.java,94,100,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DepthSelectorTest.java,108,114,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DepthSelectorTest.java,125,158,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/TypeSelectorTest.java,56,62,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/TypeSelectorTest.java,79,96,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DependSelectorTest.java,59,66,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DependSelectorTest.java,69,75,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DependSelectorTest.java,94,176,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/DependSelectorTest.java,148,171,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/SizeSelectorTest.java,54,60,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/SizeSelectorTest.java,64,71,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/SizeSelectorTest.java,79,84,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/SizeSelectorTest.java,92,98,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/SizeSelectorTest.java,110,117,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/SizeSelectorTest.java,142,201,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/selectors/BaseSelectorTest.java,100,106,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/ZipFileSetTest.java,48,55,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/ZipFileSetTest.java,59,66,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/ZipFileSetTest.java,71,78,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/ZipFileSetTest.java,82,89,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/ZipFileSetTest.java,93,101,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,51,57,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,61,67,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,71,77,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,78,84,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,85,91,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,92,98,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,99,105,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,106,112,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,113,119,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,126,132,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,133,139,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,151,157,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/PatternSetTest.java,158,164,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/FilterSetTest.java,131,166,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/EnumeratedAttributeTest.java,55,59,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/EnumeratedAttributeTest.java,61,65,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/types/EnumeratedAttributeTest.java,66,72,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/ProjectTest.java,132,141,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/ProjectTest.java,155,169,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IncludeTest.java,58,65,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IncludeTest.java,70,80,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IncludeTest.java,84,92,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IncludeTest.java,97,107,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/DirectoryScannerTest.java,231,308,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/DirectoryScannerTest.java,236,245,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,47,51,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,55,60,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,77,81,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,82,86,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,87,91,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,92,96,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,97,101,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,105,109,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,110,114,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,115,119,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,120,124,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,125,129,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,130,134,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,138,143,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,145,150,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,218,222,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,223,227,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,228,232,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,233,237,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,238,242,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,243,247,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,249,254,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,256,261,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,263,268,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,270,275,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,277,282,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,284,289,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,291,296,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,297,302,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,304,309,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,311,316,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,318,323,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,325,330,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,332,337,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/IntrospectionHelperTest.java,339,344,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FilterTest.java,98,102,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FilterTest.java,103,108,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ParallelTest.java,145,150,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FailTest.java,54,58,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FailTest.java,67,71,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FailTest.java,97,101,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FailTest.java,111,115,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ManifestTest.java,294,298,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JavaTest.java,177,181,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JavaTest.java,226,230,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JavaTest.java,273,277,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JavaTest.java,279,286,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JavaTest.java,286,286,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JavaTest.java,314,317,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/CVSPassTest.java,47,52,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/CVSPassTest.java,56,61,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/CVSPassTest.java,106,119,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecTaskTest.java,296,302,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecTaskTest.java,350,354,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecTaskTest.java,363,367,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecTaskTest.java,458,469,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecTaskTest.java,464,467,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/TestProcess.java,41,41,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/TestProcess.java,55,55,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/XmlPropertyTest.java,126,168,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ConcatTest.java,241,247,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ConcatTest.java,246,246,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/StyleTest.java,109,115,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/StyleTest.java,114,114,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/SQLExecTest.java,69,73,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/SQLExecTest.java,82,86,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/SQLExecTest.java,119,125,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/SubAntTest.java,116,121,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/sitraka/ClassFileTest.java,77,80,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/TraXLiaisonTest.java,56,61,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/TraXLiaisonTest.java,72,78,
